"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL53";"APOMORPHINE";"4";"267.33";"0";"2.85";"1";"CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3";"EC50";"'='";"1.7";"nM";"8.77";"";"";"UO_0000065";"32.80";"0.60";"5.92";"20.07";"False";"CHEMBL3136960";"Agonist activity at human recombinant dopamine D2L receptor expressed in CHOFlpIn cells assessed as ERK1/2 phosphorylation by alphascreen assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3132795";"1";"Scientific Literature";"MedChemComm";"2013";"None";""
"CHEMBL26181";"";"0";"273.38";"0";"2.79";"14a";"CCCN(CCC)[C@@H]1Cc2cccc3nc(O)n(c23)C1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3801672";"Agonist activity at recombinant human D2 receptor expressing in CHOp cells assessed as receptor mediated stimulation of mitogenesis measured as [3H]thymidine incorporation after 24 hrs by scintillation spectrometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHOp";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797097";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL434665";"";"0";"231.30";"0";"1.67";"13";"CCCN[C@@H]1Cc2cccc3nc(O)n(c23)C1";"EC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"33.70";"0.63";"6.13";"15.57";"False";"CHEMBL3801668";"Agonist activity at human D2 receptor transfected in HEK293T cells by BRET based G0 activation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797097";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3706569";""
"CHEMBL4095881";"";"0";"452.51";"0";"2.60";"8c";"O=Cc1cnn2ccc(OCCCCN3CCN(c4ccc(O)c5c4OCCO5)CC3)cc12";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4046981";"Agonist activity at human D2SR expressed in HEK293 cells incubated for 5 hrs by beta-Arrestin 2 recruitment assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043213";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL4435882";"";"0";"457.53";"0";"4.96";"12";"COc1cccc(-c2cc3c(c(OC(C)=O)c2OC(C)=O)-c2cccc4c2[C@@H](C3)N(C)CC4)c1";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4345328";"Agonist activity at C-terminal RLuc8-fused D2 long receptor (unknown origin) transfected in human HEK293T cells co-expressing N-terminal Venus-tagged beta-arrestin2 assessed as increase in beta-arrestin2 recruitment measured after 5 mins in presence of coelenterazine H by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4342494";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
"CHEMBL240773";"QUINPIROLE";"0";"219.33";"0";"2.00";"Quinpirole";"CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21";"EC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"38.86";"0.73";"6.52";"26.70";"False";"CHEMBL4010168";"Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai1 after 10 mins by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4071868";"";"0";"436.56";"0";"4.28";"(S)-17a";"CCCN(CCCCOc1ccc2c(/C=N/O)cnn2c1)[C@H]1CCc2c(O)cccc2C1";"EC50";"'='";"0.16";"nM";"9.80";"";"";"UO_0000065";"22.44";"0.42";"5.52";"11.86";"False";"CHEMBL4010175";"Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged GalphaoB after 10 mins by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4098803";"";"0";"380.49";"0";"3.32";"12a";"COc1ccccc1N1CCN(CCCCOc2ccc3ccnn3c2)CC1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4010177";"Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells assessed as induction of renilla luciferase 2-tagged beta-arrestin-1 recruitment after 15 mins by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4097330";"";"0";"393.53";"0";"4.47";"(S)-13a";"CCCN(CCCCOc1ccc2ccnn2c1)[C@H]1CCc2c(O)cccc2C1";"EC50";"'='";"13.7";"nM";"7.86";"";"";"UO_0000065";"19.98";"0.37";"3.39";"15.73";"False";"CHEMBL4010177";"Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells assessed as induction of renilla luciferase 2-tagged beta-arrestin-1 recruitment after 15 mins by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL1112";"ARIPIPRAZOLE";"4";"448.39";"0";"4.86";"1a";"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1";"EC50";"'='";"39.0";"nM";"7.41";"";"";"UO_0000065";"16.52";"0.34";"2.55";"16.53";"False";"CHEMBL4010159";"Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing GalphaoA incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3706569";""
"CHEMBL4097330";"";"0";"393.53";"0";"4.47";"(S)-13a";"CCCN(CCCCOc1ccc2ccnn2c1)[C@H]1CCc2c(O)cccc2C1";"EC50";"'='";"0.61";"nM";"9.21";"";"";"UO_0000065";"23.42";"0.43";"4.74";"18.43";"False";"CHEMBL4010167";"Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai2 after 10 mins by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL2165133";"";"0";"448.39";"0";"4.26";"BDBM50395582";"O=C1NCCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21";"EC50";"'='";"18.0";"nM";"7.75";"";"334985";"UO_0000065";"17.27";"0.35";"3.48";"17.28";"False";"CHEMBL3887361";"Beta-Arrestin Recruitment (Tango) Assay: Recruitment of β-arrestin to agonist-stimulated D2 receptors was performed using a previously described Tango-type assay (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). Briefly, HTLA cells stably expressing β-arrestin-TEV protease and a tetracycline transactivator-driven luciferase were plated in 15-cm dishes in DMEM containing 10% fetal bovine serum and transfected (via calcium phosphate) with 20 μg of a D2V2-TCS-tTA construct (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). The next day, cells were plated in white, clear-bottom, 384-well plates (Greiner, 10,000 cells/well, 50 μl/well) in DMEM containing 1% dialyzed fetal bovine serum. The following day, the cells were challenged with 10 μl/well of reference agonist (6 μM) or D2 test ligand (6 μM)±reference agonist prepared in HBS, 20 mM HEPES, pH 7.4, 18% DMSO (final ligand concentrations were 1 μM, final DMSO concentration was 3%).";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HTLA";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886292";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL2165129";"";"0";"444.36";"0";"4.08";"BDBM50395585";"O=C1CCc2ccc(OCC#CCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1";"EC50";"'='";"610.0";"nM";"6.21";"";"334987";"UO_0000065";"13.99";"0.28";"2.13";"13.87";"False";"CHEMBL3887361";"Beta-Arrestin Recruitment (Tango) Assay: Recruitment of β-arrestin to agonist-stimulated D2 receptors was performed using a previously described Tango-type assay (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). Briefly, HTLA cells stably expressing β-arrestin-TEV protease and a tetracycline transactivator-driven luciferase were plated in 15-cm dishes in DMEM containing 10% fetal bovine serum and transfected (via calcium phosphate) with 20 μg of a D2V2-TCS-tTA construct (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). The next day, cells were plated in white, clear-bottom, 384-well plates (Greiner, 10,000 cells/well, 50 μl/well) in DMEM containing 1% dialyzed fetal bovine serum. The following day, the cells were challenged with 10 μl/well of reference agonist (6 μM) or D2 test ligand (6 μM)±reference agonist prepared in HBS, 20 mM HEPES, pH 7.4, 18% DMSO (final ligand concentrations were 1 μM, final DMSO concentration was 3%).";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HTLA";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886292";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL160357";"";"0";"379.50";"0";"3.55";"5";"O=C1CCc2ccc(OCCCCN3CCN(c4ccccc4)CC3)cc2N1";"EC50";"'='";"0.8";"nM";"9.10";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2169116";"Agonist activity at human D2L receptor expressed in HEK293T cells coexpressing Gi subunit assessed as inhibition of isoproterenol-stimulated cAMP production by luminescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163335";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3706569";""
"CHEMBL1112";"ARIPIPRAZOLE";"4";"448.39";"0";"4.86";"18";"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL3614301";"Activity at pro-link-tagged D2S-ARMS2PK2 (unknown origin) expressed in HEK293 cells by beta-arrestin-2 recruitment assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3612016";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"CHEMBL3307715";""
"CHEMBL3577342";"";"0";"551.73";"1";"4.63";"(R)-2";"C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cn(CCCC)nn3)c(OC)c2)CO1";"EC50";"'='";"380.0";"nM";"6.42";"";"";"UO_0000065";"11.64";"0.22";"1.79";"7.08";"False";"CHEMBL3578969";"Agonist activity at ARMS2-PK2-tagged human dopamine D2S receptor expressed in HEK293 cells co-expressing (EA)-tagged beta arrestin fusion protein assessed as recruitment of beta-arrestin-2 after 5 hrs by chemiluminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3576771";"1";"Scientific Literature";"J. Med. Chem.";"2015";"CHEMBL3307715";""
"CHEMBL4103639";"";"0";"461.52";"0";"2.68";"8a";"O=Cc1cnn2ccc(OCCCCN3CCN(c4ccc(O)c5[nH]c(=O)ccc45)CC3)cc12";"EC50";"'='";"51.0";"nM";"7.29";"";"";"UO_0000065";"15.80";"0.29";"4.61";"7.07";"False";"CHEMBL4046981";"Agonist activity at human D2SR expressed in HEK293 cells incubated for 5 hrs by beta-Arrestin 2 recruitment assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043213";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL2396663";"";"0";"414.59";"1";"5.69";"(S)-1";"C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1";"EC50";"'='";"92.0";"nM";"7.04";"";"";"UO_0000065";"16.97";"0.31";"1.35";"21.76";"False";"CHEMBL3578965";"Intrinsic activity at human dopamine D2L receptor expressed in HEK293 cells co-transfected with Galpha0i assessed as [35S]GTPgammaS binding after 30 mins by [35S]GTPgammaS incorporation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3576771";"1";"Scientific Literature";"J. Med. Chem.";"2015";"CHEMBL3307715";""
"CHEMBL4466245";"";"0";"389.57";"0";"4.12";"(-)-8b, D-601";"CCCN(CCCCCc1cc(O)ccc1O)[C@H]1CCc2nc(N)sc2C1";"EC50";"'='";"9.3";"nM";"8.03";"";"";"UO_0000065";"20.62";"0.41";"3.91";"9.72";"False";"CHEMBL4430336";"Agonist activity at human D2 dopamine receptor expressed in CHO cells by [35S]GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4428089";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"CHEMBL3308072";""
"CHEMBL3897805";"";"0";"339.39";"0";"3.09";"BDBM235777";"COc1ccc(OC)c2c1C[C@H]1c3cc4c(cc3CCN1C2)OCO4";"EC50";"'='";"9740.0";"nM";"5.01";"";"410738";"UO_0000065";"14.77";"0.27";"1.92";"12.48";"False";"CHEMBL3888599";"Affinity Assay: Each medicament was dissolved in serum-free F12 culture medium containing 100 μM of IBMX. CHO cells which can stably express D2 receptor were pre-incubated at 37° C. for 10 min, and then 10 μM Forskoline and 10 μM Dopanie were added at the same time to react for 10 min. 100 μL, of pre-cooled 1 M of HClO4 was added and the reaction was terminated at 4° C. for 1 hour. 20 μL of 2 M K2CO3 was added to neutralize the reaction. The resulting mixture was centrifugated at 3000 rpm for 15 min, and the precipitate KClO4 was discarded. A certain amount of the supernatant was taken for cAMP detection. Spiperone and Quinpirole were used as positive control.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886775";"37";"BindingDB Database";"";"2016";"CHEMBL3308072";""
"CHEMBL7549";"PRECLAMOL";"0";"219.33";"0";"2.98";"(-)-3PPP";"CCCN1CCC[C@@H](c2cccc(O)c2)C1";"EC50";"'='";"163.0";"nM";"6.79";"";"";"UO_0000065";"30.95";"0.58";"3.81";"28.92";"False";"CHEMBL3745243";"Agonist activity at human D2 receptor expressed in CHO cells by [35S]GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3739358";"1";"Scientific Literature";"J. Med. Chem.";"2015";"CHEMBL3308072";""
"CHEMBL53";"APOMORPHINE";"4";"267.33";"0";"2.85";"Apomorphine";"CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3";"EC50";"'='";"1.8";"nM";"8.74";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL910423";"Agonist activity at ferret D2 receptor in HEK293 cells coexpressing Galphaqo5 by FLIPR";"F";"BAO_0000219";"cell-based format";"Mustela putorius furo";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137302";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307715";""
"CHEMBL4086944";"";"0";"557.45";"2";"5.37";"31";"NC(=O)c1cccc(-c2ccc(OC(=O)NC/C=C/CN3CCN(c4cccc(Cl)c4Cl)CC3)cc2F)c1";"EC50";"'='";"66.2";"nM";"7.18";"";"";"UO_0000065";"12.88";"0.26";"1.81";"8.17";"False";"CHEMBL4008740";"Agonist activity at human dopamine D2 receptor-short expressed in CHO-K1 cells assessed as reduction in adenylyl cyclase activator NKH 477 induced cAMP accumulation preincubated for 10 mins followed by NKH 477 addition by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007414";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4096422";"";"0";"420.51";"0";"2.93";"22";"CN(CCCCOc1ccc2c(c1)NC(=O)CC2)[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1";"EC50";"'='";"188.8";"nM";"6.72";"";"";"UO_0000065";"15.99";"0.30";"3.79";"8.47";"False";"CHEMBL4011222";"Agonist activity at human dopamine D2 receptor expressed in HEK293 cells coexpressing renilla luciferase-fused Galphai1/GFP10-fused Ggamma2 by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007493";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL434665";"";"0";"231.30";"0";"1.67";"2";"CCCN[C@@H]1Cc2cccc3nc(O)n(c23)C1";"EC50";"'='";"121.9";"nM";"6.91";"";"";"UO_0000065";"29.89";"0.56";"5.24";"13.81";"False";"CHEMBL4011218";"Agonist activity at renilla luciferase-tagged human dopamine D2 receptor expressed in HEK293 cells coexpressing mVenus-fused beta-arrestin 2 assessed as induction of beta-arrestin 2 recruitment by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007493";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL4105030";"";"0";"423.52";"0";"3.13";"12f";"COc1ccccc1N1CCN(CCCCOc2ccn3nc(/C=N/O)cc3c2)CC1";"EC50";"'='";"1071.52";"nM";"5.97";"";"";"UO_0000065";"14.10";"0.26";"2.84";"7.98";"False";"CHEMBL4010165";"Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing Galphai2 incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3706569";""
"CHEMBL4078348";"";"0";"393.53";"0";"4.47";"(S)-13b";"CCCN(CCCCOc1ccn2nccc2c1)[C@H]1CCc2c(O)cccc2C1";"EC50";"'='";"54.95";"nM";"7.26";"";"";"UO_0000065";"18.45";"0.34";"2.79";"14.52";"False";"CHEMBL4010165";"Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing Galphai2 incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3706569";""
"CHEMBL4063282";"";"0";"393.49";"0";"2.88";"6b";"COc1ccccc1N1CCN(CCCC(=O)Nc2ccn3nccc3c2)CC1";"EC50";"'='";"630.0";"nM";"6.20";"";"";"UO_0000065";"15.76";"0.29";"3.32";"9.98";"False";"CHEMBL4010159";"Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing GalphaoA incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3706569";""
"CHEMBL4094407";"";"0";"259.31";"0";"0.99";"14a";"CN1CCN(c2ccc(O)c3[nH]c(=O)ccc23)CC1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4046983";"Agonist activity at human D2SR expressed in HEK293 cell membranes co-expressing PTX insensitive variant of Galphao1 incubated for 30 mins by [35S]GTP-gammaS binding assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043213";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL2165118";"";"0";"448.39";"0";"4.26";"43";"O=C1NCCc2ccc(OCCCN3CCCN(c4cccc(Cl)c4Cl)CC3)cc21";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL2169116";"Agonist activity at human D2L receptor expressed in HEK293T cells coexpressing Gi subunit assessed as inhibition of isoproterenol-stimulated cAMP production by luminescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163335";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3706569";""
"CHEMBL4435882";"";"0";"457.53";"0";"4.96";"12";"COc1cccc(-c2cc3c(c(OC(C)=O)c2OC(C)=O)-c2cccc4c2[C@@H](C3)N(C)CC4)c1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4345332";"Agonist activity at D2 long receptor (unknown origin) transfected in human HEK293T cells assessed as increase in cAMP accumulation incubated for 2 hrs by cAMP Glo-sensor assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4342494";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
"CHEMBL130398";"";"0";"278.44";"0";"4.14";"(+/-)-4";"CCCN(CCC)C1CCC2=C(CCC/C2=N\OC)C1";"EC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL671066";"Tested for percent intrinsic activity towards Dopamine receptor D2 in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144936";"1";"Scientific Literature";"J. Med. Chem.";"2003";"CHEMBL3308072";""
